chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,playername
NA,NA,109745,0,0,0,0,0,1,3.0,3.5,0,Kepa,2.5,111,FALSE,,NA,55,109745.jpg,2.6,Arrizabalaga,5.9,FALSE,NA,a,6,8,36,293621,750,279249,637,0.5,6.5,Kepa,1260,0,0,3,20,0,0,0,0,0,25,0,219,227.8,0.0,0.0,22.8,Kepa Arrizabalaga
NA,NA,20310,0,0,-2,2,0,1,0.5,1.0,0,Willy,0.0,112,FALSE,,NA,48,20310.jpg,0.0,Caballero,0.2,FALSE,NA,a,6,8,0,2874,8,10047,19,0.0,0.0,Caballero,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Willy Caballero
100,100,47431,0,0,1,-1,2,3,3.0,3.5,0,Willian,2.5,113,FALSE,,2019-07-30T11:00:13.285605Z,71,47431.jpg,4.0,Borges Da Silva,2.8,FALSE,NA,a,6,8,52,267111,482,160229,1425,0.4,7.3,Willian,873,2,3,4,9,0,0,0,2,0,0,9,208,233.4,288.3,293.0,81.5,Willian Borges Da Silva
100,100,49579,0,0,-2,2,0,3,1.0,1.5,0,Pedro,0.5,114,FALSE,,2019-08-24T13:30:14.550162Z,68,49579.jpg,2.2,Rodríguez Ledesma,1.2,FALSE,NA,a,6,8,9,121880,16,259285,71,0.1,1.3,Pedro,304,0,0,1,6,0,0,0,0,0,0,0,38,60.0,111.7,153.0,32.5,Pedro Rodríguez Ledesma
0,0,126187,0,0,-2,2,0,3,0.0,0.0,0,Ruben,0.0,115,FALSE,Achilles injury - Unknown return date,2019-06-25T11:30:07.068350Z,63,126187.jpg,0.0,Loftus-Cheek,0.1,FALSE,NA,i,6,8,0,771,2,4965,2,0.0,0.0,Loftus-Cheek,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Ruben Loftus-Cheek
100,100,209046,-1,1,-4,4,0,3,1.0,1.5,0,Callum,0.5,116,FALSE,,2019-11-22T14:00:21.035255Z,56,209046.jpg,3.0,Hudson-Odoi,0.8,FALSE,NA,a,6,8,21,276382,67,240392,588,0.1,3.7,Hudson-Odoi,250,0,3,1,3,0,0,0,1,0,0,3,73,90.4,141.4,103.0,33.4,Callum Hudson-Odoi
0,0,88894,0,0,-4,4,0,3,0.0,0.0,0,Ross,0.0,117,FALSE,Illness - Expected back 07 Dec,2019-10-19T16:00:15.801912Z,56,88894.jpg,1.5,Barkley,1.3,FALSE,NA,i,6,8,9,70443,0,447842,146,0.0,1.6,Barkley,335,0,0,1,5,0,0,0,0,0,0,0,38,63.8,125.9,157.0,34.7,Ross Barkley
100,100,85955,0,0,1,-1,1,3,1.3,1.8,0,Jorge Luiz,0.8,118,FALSE,,2019-11-02T20:00:14.959095Z,51,85955.jpg,3.2,Frello Filho,4.2,FALSE,NA,a,6,8,41,418473,446,415301,1180,0.2,8.0,Jorginho,1087,1,3,2,19,0,0,0,6,0,0,5,237,250.8,214.1,42.0,51.0,Jorge Luiz Frello Filho
100,100,116594,0,0,0,0,0,3,3.5,4.0,0,N'Golo,3.0,119,FALSE,,2019-10-18T13:00:12.209781Z,50,116594.jpg,4.1,Kanté,4.7,FALSE,NA,a,6,8,29,316561,975,506414,644,0.6,5.8,Kanté,494,3,0,1,7,0,0,0,1,0,0,2,109,183.0,115.6,77.0,37.5,N'Golo Kanté
0,0,199598,0,0,-1,1,0,3,0.0,0.0,0,Ethan,0.0,121,FALSE,Joined RB Leipzig on loan until the end of the season on 22/7. - Expected back 01 Jul,2019-07-22T13:30:07.199042Z,44,199598.jpg,0.0,Ampadu,0.0,FALSE,NA,n,6,8,0,929,2,1783,6,0.0,0.0,Ampadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Ethan Ampadu
100,100,176413,0,0,0,0,1,3,3.5,4.0,0,Christian,3.0,431,FALSE,,2019-11-09T15:30:18.883584Z,75,176413.jpg,5.4,Pulisic,15.7,FALSE,NA,a,6,8,59,1278660,4107,804330,4071,0.4,7.9,Pulisic,742,5,3,1,14,0,0,0,0,0,0,5,201,287.8,218.7,450.0,95.7,Christian Pulisic
100,100,91651,0,0,-2,2,0,3,3.3,3.8,0,Mateo,2.8,432,FALSE,,2019-10-13T21:00:19.697457Z,53,91651.jpg,2.2,Kovacic,1.0,FALSE,NA,a,6,8,31,78573,240,95833,193,0.5,5.8,Kovacic,969,0,2,1,16,0,0,0,2,0,0,2,235,229.4,192.7,79.0,50.0,Mateo Kovacic
100,100,103192,0,0,-3,3,0,2,2.7,3.2,0,Kurt,2.2,459,FALSE,,2019-09-28T16:00:17.677906Z,47,103192.jpg,1.8,Zouma,1.8,FALSE,NA,a,6,8,23,90842,289,182236,212,0.5,4.9,Zouma,1083,0,0,2,18,1,0,0,1,0,0,1,177,233.6,11.8,80.0,32.1,Kurt Zouma
50,50,173879,0,0,9,-9,4,4,1.5,1.8,0,Tammy,2.5,460,TRUE,Hip injury - 50% chance of playing,2019-11-27T19:00:19.734537Z,79,173879.jpg,6.4,Abraham,30.7,FALSE,NA,d,6,8,83,3858992,2728,2099881,17602,0.3,10.5,Abraham,959,10,2,4,13,1,0,0,2,0,0,16,283,406.8,165.6,522.0,109.4,Tammy Abraham
NA,NA,94245,0,0,-4,4,0,4,1.7,2.2,0,Michy,1.2,461,FALSE,,NA,66,94245.jpg,2.4,Batshuayi,1.0,FALSE,NA,a,6,8,19,86126,214,80060,897,0.2,2.9,Batshuayi,81,1,2,0,2,0,0,0,0,0,0,1,44,49.8,13.7,146.0,20.4,Michy Batshuayi
0,0,167767,0,0,-2,2,0,3,0.0,0.0,0,Robert Kenedy,0.0,462,FALSE,Joined Getafe on loan until the end of the season on 2/9. - Expected back 01 Jul,2019-09-02T23:30:15.527764Z,53,167767.jpg,0.0,Nunes do Nascimento,0.0,FALSE,NA,n,6,8,0,779,1,4313,5,0.0,0.0,Kenedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Robert Kenedy Nunes do Nascimento
100,100,184341,0,0,6,-6,0,3,2.0,2.5,0,Mason,1.5,463,FALSE,,2019-11-05T22:00:17.579402Z,66,184341.jpg,4.4,Mount,27.5,FALSE,NA,a,6,8,61,3323655,1886,1647386,11993,0.2,9.2,Mount,1144,4,2,3,18,0,0,0,1,0,0,6,217,286.6,360.5,415.0,106.3,Mason Mount
100,100,225796,0,0,0,0,0,2,2.7,3.2,0,Reece,2.2,506,FALSE,,2019-10-11T10:00:13.189023Z,50,225796.jpg,1.8,James,0.2,FALSE,NA,a,6,8,11,18756,217,9875,57,0.4,2.2,James,240,0,0,1,3,0,0,0,0,0,0,0,64,47.8,20.2,11.0,8.0,Reece James
NA,NA,194794,0,0,4,-4,2,2,3.5,4.0,0,Fikayo,3.0,529,FALSE,,NA,49,194794.jpg,3.5,Tomori,9.0,FALSE,NA,a,6,8,39,739453,1186,140175,1916,0.6,8.0,Tomori,990,1,0,3,13,0,0,0,2,0,0,6,210,269.2,57.3,56.0,38.5,Fikayo Tomori
NA,NA,243568,0,0,0,0,0,3,0.7,1.2,0,Billy,0.2,533,FALSE,,NA,45,243568.jpg,1.0,Gilmour,0.0,FALSE,NA,a,6,8,2,2237,4,1634,5,0.0,0.4,Gilmour,9,0,0,0,1,0,0,0,0,0,0,0,5,2.8,12.6,0.0,1.5,Billy Gilmour
NA,NA,209036,0,0,0,0,0,2,0.5,1.0,0,Addji Keaninkin Marc-Israel,0.0,545,FALSE,,NA,40,209036.jpg,0.0,Guehi,0.1,FALSE,NA,a,6,8,0,4715,15,2733,25,0.0,0.0,Guehi,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Addji Keaninkin Marc-Israel Guehi
75,NA,74230,0,0,1,-1,1,2,1.7,2.2,1,Patrick,2.2,123,FALSE,Hamstring injury - 75% chance of playing,2019-12-03T21:30:12.090030Z,56,74230.jpg,3.4,van Aanholt,10.3,FALSE,NA,d,7,31,51,750848,551,539615,7935,0.4,9.1,van Aanholt,1288,2,0,4,18,1,0,0,0,0,0,3,235,248.0,157.3,126.0,53.1,Patrick van Aanholt
100,100,49413,0,0,0,0,1,2,4.0,4.0,6,James,4.0,124,FALSE,,2019-06-25T11:30:07.097330Z,50,49413.jpg,2.6,Tomkins,0.1,FALSE,NA,a,7,31,18,5355,706,1996,76,0.8,3.6,Tomkins,622,0,0,2,10,0,0,0,1,0,0,2,108,132.2,14.2,18.0,16.5,James Tomkins
0,100,40784,0,0,0,0,0,2,0.0,-0.2,-2,Mamadou,-0.2,125,FALSE,Suspended until 26 Dec,2019-12-03T21:30:12.103417Z,50,40784.jpg,0.4,Sakho,0.1,FALSE,NA,s,7,31,2,3446,10,6497,41,0.0,0.4,Sakho,240,0,0,0,5,0,0,0,0,1,0,0,28,41.6,11.1,6.0,6.0,Mamadou Sakho
0,0,55494,0,0,0,0,0,2,0.0,0.0,0,Joel,0.8,126,FALSE,Knock - Expected back 21 Dec,2019-11-23T18:00:20.336284Z,45,55494.jpg,2.9,Ward,2.1,FALSE,NA,i,7,31,38,272874,3,189223,2274,0.2,8.4,Ward,1102,0,1,3,15,0,0,0,2,0,0,5,197,215.6,61.5,30.0,30.8,Joel Ward
50,0,19188,0,0,-2,2,0,2,0.0,0.0,0,Scott,1.0,127,FALSE,Ankle injury - 50% chance of playing,2019-11-30T18:30:12.233265Z,43,19188.jpg,3.2,Dann,0.2,FALSE,NA,d,7,31,13,8684,2,16781,77,0.2,3.0,Dann,245,0,1,1,1,0,0,0,0,0,0,0,62,70.2,10.7,69.0,15.0,Scott Dann
100,100,58786,0,0,1,-1,1,2,3.2,3.2,6,Martin,3.2,128,FALSE,,2019-10-20T11:30:19.277461Z,41,58786.jpg,4.2,Kelly,24.6,FALSE,NA,a,7,31,42,1017694,11736,862892,516,0.8,10.2,Kelly,774,0,1,5,6,0,0,0,0,0,0,2,172,171.4,28.5,8.0,20.8,Martin Kelly
NA,NA,54861,0,0,-3,3,0,4,0.5,0.5,0,Christian,0.5,129,FALSE,,NA,57,54861.jpg,1.1,Benteke,0.6,FALSE,NA,a,7,31,13,28525,55,68348,112,0.1,2.3,Benteke,289,0,0,1,5,0,0,0,1,0,0,0,44,58.0,72.2,134.0,26.1,Christian Benteke
100,100,59125,0,0,0,0,0,4,0.0,0.0,0,Connor,0.0,130,FALSE,,2019-09-13T12:30:19.022759Z,45,59125.jpg,1.0,Wickham,2.5,FALSE,NA,a,7,31,2,254706,64,433859,336,0.0,0.4,Wickham,15,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.8,2.0,0.2,Connor Wickham
100,100,40836,0,0,0,0,2,1,4.8,4.8,8,Vicente,4.8,131,FALSE,,2019-10-20T11:30:19.312033Z,50,40836.jpg,3.9,Guaita,0.9,FALSE,NA,a,7,31,51,71323,3097,49436,108,1.0,10.2,Guaita,1170,0,0,5,14,0,0,0,1,0,34,4,244,283.6,0.0,0.0,28.3,Vicente Guaita
NA,NA,20066,0,0,-2,2,0,1,0.0,0.0,0,Wayne,0.0,132,FALSE,,NA,43,20066.jpg,3.0,Hennessey,0.6,FALSE,NA,a,7,31,6,13001,35,41333,114,0.0,1.4,Hennessey,180,0,0,0,4,0,0,0,0,0,13,0,42,87.4,0.0,0.0,8.7,Wayne Hennessey
100,100,82403,0,0,-3,3,1,3,5.5,5.5,3,Wilfried,5.5,133,FALSE,,2019-11-09T19:30:18.645135Z,67,82403.jpg,3.3,Zaha,10.8,FALSE,NA,a,7,31,50,519417,8093,1007249,1169,0.8,7.5,Zaha,1285,2,2,4,18,0,0,0,2,0,0,3,147,255.4,224.2,501.0,98.2,Wilfried Zaha
100,100,66975,0,0,-3,3,1,3,2.2,2.2,2,Luka,2.2,134,FALSE,,2019-09-29T09:30:20.636934Z,67,66975.jpg,3.0,Milivojevic,2.5,FALSE,NA,a,7,31,42,46573,128,390194,294,0.3,6.3,Milivojevic,1245,2,0,5,17,0,0,0,7,0,0,6,179,237.4,296.4,107.0,64.1,Luka Milivojevic
100,100,60252,0,0,-4,4,0,3,2.8,2.8,1,Andros,2.8,135,FALSE,,2019-11-01T14:00:12.832756Z,56,60252.jpg,2.3,Townsend,1.3,FALSE,NA,a,7,31,30,42392,122,189897,195,0.5,5.4,Townsend,706,1,1,2,12,0,0,0,0,0,0,0,133,165.6,134.5,70.0,37.1,Andros Townsend
NA,NA,141020,0,0,-3,3,0,3,0.0,0.0,0,Max,0.0,136,FALSE,,NA,52,141020.jpg,1.5,Meyer,0.1,FALSE,NA,a,7,31,6,3829,1,9944,9,0.0,1.2,Meyer,171,0,0,1,2,0,0,0,1,0,0,0,16,18.2,4.0,57.0,7.9,Max Meyer
100,100,86417,0,0,0,0,1,3,4.5,4.5,10,Jeffrey,4.5,137,FALSE,,2019-08-09T13:00:14.642811Z,55,86417.jpg,3.0,Schlupp,0.1,FALSE,NA,a,7,31,39,11094,756,13263,60,0.8,7.1,Schlupp,811,2,1,4,12,0,0,0,2,0,0,3,116,189.4,94.5,233.0,51.7,Jeffrey Schlupp
100,100,50471,0,0,-3,3,0,3,3.0,3.0,5,James,3.0,138,FALSE,,2019-11-03T16:30:17.881657Z,52,50471.jpg,3.1,McArthur,0.7,FALSE,NA,a,7,31,43,21839,303,91867,56,0.6,8.3,McArthur,1197,0,3,6,11,0,0,0,2,0,0,2,185,234.0,201.9,141.0,57.8,James McArthur
100,100,55037,0,0,-1,1,0,3,2.5,2.5,3,Cheikhou,2.5,139,FALSE,,2019-09-14T16:30:11.053549Z,49,55037.jpg,2.5,Kouyaté,0.2,FALSE,NA,a,7,31,33,10229,38,12673,33,0.5,6.7,Kouyaté,1081,0,1,5,14,0,0,0,1,0,0,0,110,105.8,100.4,122.0,32.5,Cheikhou Kouyaté
NA,NA,221275,0,0,-1,1,0,3,0.0,0.0,0,Luke,0.0,140,FALSE,,NA,44,221275.jpg,0.0,Dreher,0.1,FALSE,NA,a,7,31,0,5041,3,5863,11,0.0,0.0,Dreher,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Luke Dreher
NA,NA,50472,0,0,-1,1,0,3,0.0,0.0,0,James,0.0,157,FALSE,,NA,44,50472.jpg,0.8,McCarthy,0.6,FALSE,NA,a,7,31,8,36212,60,44951,138,0.0,1.8,McCarthy,205,0,0,0,4,0,0,0,3,0,0,0,29,28.4,28.7,14.0,7.1,James McCarthy
NA,NA,80146,0,0,1,-1,0,4,2.0,2.0,2,Jordan,2.0,468,FALSE,,NA,51,80146.jpg,3.7,Ayew,8.0,FALSE,NA,a,7,31,52,956804,1486,657663,3516,0.4,10.2,Ayew,1122,4,0,7,13,0,0,0,3,0,0,11,141,186.2,114.6,379.0,67.8,Jordan Ayew
50,0,19419,0,0,0,0,0,2,0.0,0.0,0,Gary,0.5,503,FALSE,Knee injury - 50% chance of playing,2019-11-30T15:00:19.646379Z,45,19419.jpg,2.1,Cahill,1.6,FALSE,NA,d,7,31,23,78867,18,113565,982,0.1,5.1,Cahill,990,0,0,2,17,0,0,0,1,0,0,1,172,204.4,25.8,148.0,38.1,Gary Cahill
NA,NA,175946,0,0,-4,4,0,3,0.0,0.0,0,Víctor,0.0,510,FALSE,,NA,46,175946.jpg,1.0,Camarasa,0.2,FALSE,NA,a,7,31,1,3939,9,44973,31,0.0,0.2,Camarasa,5,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.1,0.0,0.0,Víctor Camarasa
NA,NA,173954,0,0,0,0,0,3,0.0,0.0,0,Jairo,0.0,539,FALSE,,NA,45,173954.jpg,0.0,Riedewald,0.0,FALSE,NA,a,7,31,0,822,3,558,4,0.0,0.0,Riedewald,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Jairo Riedewald
NA,NA,42525,0,0,0,0,0,1,0.0,0.0,0,Stephen,0.0,556,FALSE,,NA,40,42525.jpg,0.0,Henderson,0.2,FALSE,NA,a,7,31,0,14792,102,3307,58,0.0,0.0,Henderson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Stephen Henderson
NA,NA,153133,0,0,-3,3,0,3,0.5,0.0,0,Alex,1.0,17,FALSE,,NA,57,153133.jpg,2.3,Iwobi,1.2,FALSE,NA,a,8,11,28,127241,48,211730,216,0.2,4.9,Iwobi,759,1,0,1,14,0,0,0,0,0,0,2,123,157.6,199.0,253.0,61.0,Alex Iwobi
100,100,101188,0,0,-2,2,1,2,0.5,0.0,0,Lucas,1.0,141,FALSE,,2019-08-17T16:00:09.148104Z,58,101188.jpg,3.0,Digne,14.8,FALSE,NA,a,8,11,42,933927,263,1564182,3848,0.2,7.2,Digne,1242,0,3,3,22,1,0,0,1,0,0,4,256,309.2,566.9,148.0,102.5,Lucas Digne
100,100,164511,0,0,-2,2,0,2,0.5,0.0,0,Yerry,1.0,142,FALSE,,2019-10-21T01:30:13.640920Z,53,164511.jpg,2.5,Mina,2.4,FALSE,NA,a,8,11,32,359323,61,363656,394,0.2,6.0,Mina,1170,0,0,3,19,1,0,0,1,0,0,4,204,231.4,31.1,225.0,48.8,Yerry Mina
NA,NA,106611,0,0,-2,2,0,2,0.0,-0.5,0,Michael,0.5,143,FALSE,,NA,53,106611.jpg,2.6,Keane,2.3,FALSE,NA,a,8,11,31,129883,43,194734,375,0.1,5.8,Keane,991,0,0,3,18,0,0,0,0,0,0,3,172,189.8,19.3,63.0,27.3,Michael Keane
0,0,59949,0,0,-2,2,0,2,0.0,0.0,0,Seamus,0.0,144,FALSE,Unknown - Unknown return date,2019-11-29T15:30:19.353099Z,53,59949.jpg,2.1,Coleman,1.3,FALSE,NA,i,8,11,19,107877,0,244924,493,0.0,3.6,Coleman,689,0,1,2,13,0,0,0,3,1,0,2,128,122.8,104.9,104.0,33.2,Seamus Coleman
100,100,12745,0,0,-1,1,0,2,-0.5,-1.0,0,Leighton,0.0,145,FALSE,,2019-07-30T15:00:09.168977Z,49,12745.jpg,0.0,Baines,0.1,FALSE,NA,a,8,11,0,5940,7,9168,22,0.0,0.0,Baines,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Leighton Baines
100,100,66838,0,0,-3,3,0,4,0.5,0.0,0,Cenk,1.0,146,FALSE,,2019-11-14T10:00:15.071754Z,57,66838.jpg,2.5,Tosun,0.1,FALSE,NA,a,8,11,10,6061,7,13725,30,0.2,1.8,Tosun,220,1,0,0,4,0,0,0,0,0,0,0,37,42.4,47.7,152.0,24.2,Cenk Tosun
NA,NA,177815,0,0,-3,3,0,4,0.5,0.0,0,Dominic,1.0,147,FALSE,,NA,57,177815.jpg,2.7,Calvert-Lewin,0.9,FALSE,NA,a,8,11,32,91873,67,154394,233,0.2,5.6,Calvert-Lewin,618,3,0,2,12,0,0,0,1,0,0,2,95,118.8,46.7,233.0,39.6,Dominic Calvert-Lewin
NA,NA,111234,0,0,-1,1,1,1,1.0,0.5,0,Jordan,1.5,148,FALSE,,NA,54,111234.jpg,2.9,Pickford,7.7,FALSE,NA,a,8,11,41,382228,133,534123,1365,0.3,7.6,Pickford,1260,0,0,3,22,0,0,0,0,0,35,2,240,285.2,3.0,0.0,28.8,Jordan Pickford
NA,NA,10318,0,0,0,0,0,1,-0.5,-1.0,0,Maarten,0.0,149,FALSE,,NA,40,10318.jpg,0.0,Stekelenburg,8.4,FALSE,NA,a,8,11,0,172163,106,159984,474,0.0,0.0,Stekelenburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Maarten Stekelenburg
NA,NA,212319,-1,1,-2,2,1,3,4.5,4.0,0,Richarlison,5.0,150,FALSE,,NA,78,212319.jpg,4.7,de Andrade,6.3,FALSE,NA,a,8,11,66,628316,1092,828235,1402,0.6,8.4,Richarlison,1207,4,3,3,21,0,0,0,1,0,0,7,207,327.2,202.4,470.0,100.0,Richarlison de Andrade
NA,NA,55422,0,0,-6,6,0,3,0.7,0.2,0,Gylfi,1.2,151,FALSE,,NA,74,55422.jpg,2.4,Sigurdsson,2.9,FALSE,NA,a,8,11,34,113201,44,762188,404,0.2,4.6,Sigurdsson,966,1,1,2,17,0,0,0,1,0,0,0,155,189.0,386.3,291.0,86.5,Gylfi Sigurdsson
100,100,100649,0,0,-1,1,2,3,-0.5,-1.0,0,Bernard,0.0,152,FALSE,,2019-10-26T16:30:19.314673Z,64,100649.jpg,3.5,Anício Caldeira Duarte,0.6,FALSE,NA,a,8,11,28,181752,22,200360,42,0.0,4.4,Bernard,447,2,0,3,4,0,0,0,2,0,0,5,83,119.4,87.3,134.0,33.9,Bernard Anício Caldeira Duarte
100,100,20467,0,0,-3,3,0,3,0.5,0.0,0,Theo,1.0,153,FALSE,,2019-11-29T15:30:19.373902Z,62,20467.jpg,1.8,Walcott,0.4,FALSE,NA,a,8,11,18,14446,14,48795,47,0.2,2.9,Walcott,434,0,1,1,6,0,0,0,1,0,0,0,40,61.0,93.7,259.0,41.4,Theo Walcott
NA,NA,173807,0,0,-2,2,1,3,3.0,2.5,0,Tom,3.5,154,FALSE,,NA,53,173807.jpg,2.8,Davies,0.2,FALSE,NA,a,8,11,22,9798,39,10341,55,0.7,4.2,Davies,552,1,0,1,10,0,0,0,1,0,0,3,84,113.2,20.4,137.0,27.2,Tom Davies
0,0,219352,0,0,0,0,0,3,0.0,0.0,0,Ademola,0.0,155,FALSE,Joined RB Leipzig on a permanent deal on 25/7,2019-07-25T09:00:14.381716Z,50,219352.jpg,0.0,Lookman,0.0,FALSE,NA,u,8,11,0,142,2,522,2,0.0,0.0,Lookman,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Ademola Lookman
0,0,80801,0,0,0,0,0,3,0.0,0.0,0,Idrissa,0.0,156,FALSE,Joined PSG on a permanent deal on 30/7,2019-07-30T09:00:05.841634Z,50,80801.jpg,0.0,Gueye,0.0,FALSE,NA,u,8,11,0,321,0,1968,1,0.0,0.0,Gueye,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Idrissa Gueye
100,100,42774,0,0,-1,1,0,3,0.3,-0.2,0,Morgan,0.8,158,FALSE,,2019-11-29T15:30:19.386304Z,44,42774.jpg,1.1,Schneiderlin,0.8,FALSE,NA,a,8,11,10,32832,83,65600,101,0.2,2.3,Schneiderlin,629,0,0,1,12,0,0,0,3,1,0,0,77,75.2,56.4,25.0,15.8,Morgan Schneiderlin
25,25,41823,0,0,-2,2,0,2,-0.1,-0.2,0,Fabian,0.0,205,FALSE,Hamstring injury - 25% chance of playing,2019-11-07T14:00:19.197739Z,53,41823.jpg,0.9,Delph,0.2,FALSE,NA,d,8,11,6,8806,0,25209,32,0.0,1.1,Delph,558,0,0,0,14,0,0,0,2,0,0,0,79,88.6,57.1,8.0,15.4,Fabian Delph
0,0,120250,0,0,-2,2,0,3,0.0,0.0,0,André Filipe,0.0,422,FALSE,Ankle injury - Unknown return date,2019-11-03T18:30:18.626117Z,53,120250.jpg,1.6,Tavares Gomes,0.3,FALSE,NA,i,8,11,13,12407,0,67061,41,0.0,2.5,André Gomes,584,0,0,2,8,0,0,0,3,0,0,0,71,55.0,90.4,13.0,15.8,André Filipe Tavares Gomes
NA,NA,232964,0,0,-2,2,0,2,-0.5,-1.0,0,Lewis,0.0,477,FALSE,,NA,43,232964.jpg,0.0,Gibson,0.1,FALSE,NA,a,8,11,0,3620,3,8650,11,0.0,0.0,Gibson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Lewis Gibson
NA,NA,194164,0,0,-1,1,0,2,1.3,0.8,0,Mason,1.8,478,FALSE,,NA,44,194164.jpg,2.0,Holgate,0.2,FALSE,NA,a,8,11,14,14569,23,12240,59,0.4,3.2,Holgate,468,0,2,0,9,0,0,0,2,0,0,1,90,110.2,29.0,38.0,17.7,Mason Holgate
100,100,57513,0,0,-2,2,0,1,-0.5,-1.0,0,Jonas,0.0,479,FALSE,,2019-09-08T18:30:16.855771Z,43,57513.jpg,0.0,Lössl,0.3,FALSE,NA,a,8,11,0,1942,3,25024,22,0.0,0.0,Lössl,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Jonas Lössl
NA,NA,242058,0,0,-6,6,0,4,-0.3,-0.8,0,Moise,0.2,496,FALSE,,NA,64,242058.jpg,1.5,Kean,1.5,FALSE,NA,a,8,11,15,71906,50,430686,137,0.0,2.3,Kean,299,0,1,0,8,0,0,0,0,0,0,0,36,25.8,46.8,141.0,21.2,Moise Kean
0,0,160987,0,0,-2,2,0,3,0.0,0.0,0,Jean-Philippe,0.0,497,FALSE,Thigh injury - Expected back 18 Jan,2019-08-23T21:30:13.493993Z,48,160987.jpg,2.0,Gbamin,0.0,FALSE,NA,i,8,11,4,2663,0,6902,2,0.0,0.8,Gbamin,135,0,0,1,0,0,0,0,0,0,0,0,14,20.0,6.3,0.0,2.6,Jean-Philippe Gbamin
NA,NA,102747,0,0,-2,2,0,2,2.0,1.5,0,Djibril,2.5,511,FALSE,,NA,53,102747.jpg,3.1,Sidibé,0.2,FALSE,NA,a,8,11,22,13011,87,20513,55,0.5,4.2,Sidibé,546,0,2,1,9,0,0,0,2,0,0,3,106,130.0,84.8,33.0,24.7,Djibril Sidibé
75,75,195855,0,0,0,0,0,3,-0.4,-0.8,0,Beni,0.0,557,FALSE,Shin injury - 75% chance of playing,2019-11-29T16:00:27.549912Z,45,195855.jpg,0.0,Baningime,0.0,FALSE,NA,d,8,11,0,424,0,287,3,0.0,0.0,Baningime,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Beni Baningime
NA,NA,232826,0,0,0,0,0,4,-0.5,-1.0,0,Anthony,0.0,561,FALSE,,NA,45,232826.jpg,0.0,Gordon,0.0,FALSE,NA,a,8,11,0,1018,23,399,15,0.0,0.0,Gordon,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Anthony Gordon
NA,NA,111931,0,0,4,-4,2,2,6.2,5.7,0,Ricardo Domingos,5.2,159,TRUE,,NA,64,111931.jpg,5.4,Barbosa Pereira,16.1,FALSE,NA,a,9,13,75,1034375,4015,354932,1053,0.8,11.7,Pereira,1260,2,1,6,9,0,0,0,0,0,0,9,308,412.2,216.2,108.0,73.7,Ricardo Domingos Barbosa Pereira
100,100,172850,0,0,4,-4,1,2,5.0,4.5,0,Benjamin,4.0,161,FALSE,,2019-08-18T16:00:08.220647Z,59,172850.jpg,5.3,Chilwell,15.2,FALSE,NA,a,9,13,64,963425,3378,287830,1463,0.7,10.8,Chilwell,1080,1,3,6,7,0,0,0,1,0,0,3,265,264.8,274.6,85.0,62.5,Benjamin Chilwell
100,100,37642,0,0,1,-1,1,2,4.2,3.7,0,Jonny,3.2,162,FALSE,,2019-11-23T17:00:22.413179Z,51,37642.jpg,3.9,Evans,2.9,FALSE,NA,a,9,13,55,235447,605,112384,418,0.6,10.8,Evans,1231,0,1,6,9,0,0,0,3,0,0,4,281,278.6,33.3,103.0,41.5,Jonny Evans
